city,time,pm25,pm10,humidity,temp,aqi
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-22 13:37:06,48,11,43.27,33.93,-
Bogor,2025-12-22 23:00:00,3,26,,,26
Tangerang,2025-12-22 23:00:00,60,48,,,60
Bekasi,2025-12-22 23:00:00,76,29,,,76
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-22 13:37:06,48,11,43.27,33.93,-
Bogor,2025-12-22 23:00:00,3,26,,,26
Tangerang,2025-12-22 23:00:00,60,48,,,60
Bekasi,2025-12-22 23:00:00,76,29,,,76
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-22 13:37:06,48,11,43.27,33.93,-
Bogor,2025-12-22 23:00:00,3,26,,,26
Tangerang,2025-12-22 23:00:00,60,48,,,60
Bekasi,2025-12-22 23:00:00,76,29,,,76
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-22 13:37:06,48,11,43.27,33.93,-
Bogor,2025-12-22 23:00:00,3,26,,,26
Tangerang,2025-12-22 23:00:00,60,48,,,60
Bekasi,2025-12-22 23:00:00,76,29,,,76
Jakarta,2025-12-22 15:26:59,68,19,35.15,37.87,-
Depok,2025-12-22 13:37:06,48,11,43.27,33.93,-
Bogor,2025-12-22 23:00:00,3,26,,,26
Tangerang,2025-12-22 23:00:00,60,48,,,60
Bekasi,2025-12-22 23:00:00,76,29,,,76
